Reg,St,Site Name                                                                ,,Site ID,EPA ID,Address,City,Zip,County,,,FF?,Latitude,Longitude,Final Date,,
_05_,IL,EAGLE ZINC CO DIV T L DIAMOND,,_0500648_,ILD980606941,218 INDUSTRIAL PARK DRIVE ,HILLSBORO,62049,MONTGOMERY,,,N,_+39.166111_,_-089.473611_ ,09/19/07,,
_05_,IL,ESTECH GENERAL CHEMICAL COMPANY,,_0500521_,ILD099213498,150 MARBLE STREET ,CALUMET CITY,60409,COOK,,,N,_+41.628303_,_-87.526905_ ,09/30/15,,
_05_,IL,GALESBURG/KOPPERS CO.,,_0501154_,ILD990817991,HWY 41S PO BOX 1191 ,GALESBURG,60401,KNOX,,,N,_+40.895830_,_-090.395830_ ,09/08/83,,
_05_,IL,H.O.D. LANDFILL,,_0500581_,ILD980605836,55 MCMILLAN ROAD ,ANTIOCH,60002,LAKE,,,N,_+42.475300_,_-088.081900_ ,02/21/90,,
_05_,IL,HEGELER ZINC,,_0508134_,ILN000508134,1 HEGELER LANE ,DANVILLE,61832,VERMILION,,,N,_+40.076320_,_-087.650090_ ,04/27/05,,
_05_,IL,INDIAN REFINERY-TEXACO LAWRENCEVILLE,,_0500315_,ILD042671248,SOUTH SEVENTH STREET ,LAWRENCEVILLE,62439,LAWRENCE,,,N,_+38.715550_,_-087.682220_ ,12/01/00,,
_05_,IL,"INTERSTATE POLLUTION CONTROL, INC.",,_0501164_,ILT180011975,NW OF MAGNOLIA & PEOPLES AVE ,ROCKFORD,61109,WINNEBAGO,,,N,_+42.241000_,_-089.098000_ ,03/31/89,,
_05_,IL,JENNISON-WRIGHT CORPORATION,,_0500229_,ILD006282479,900 WEST 22ND ST ,GRANITE CITY,62040,MADISON,,,N,_+38.708330_,_-090.152500_ ,06/17/96,,
_05_,IL,JOHNS-MANVILLE CORP.,,_0500197_,ILD005443544,GREENWOOD AVE ,WAUKEGAN,60085,LAKE,,,N,_+42.386660_,_-087.811660_ ,09/08/83,,
_05_,IL,JOLIET ARMY AMMUNITION PLANT (LOAD-ASSEMBLY-PACKING AREA),,_0501170_,IL0210090049,HWY 53 & ARSENAL AVE ,JOLIET,60434,WILL,,,Y,_+41.366200_,_-088.077200_ ,03/13/89,,
_05_,IL,JOLIET ARMY AMMUNITION PLANT (MANUFACTURING AREA),,_0501179_,IL7213820460,6MI S OF ELWOOD OFF RTE 53 ,JOLIET,60434,WILL,,,Y,_+41.376200_,_-088.156300_ ,07/22/87,,
_05_,IL,KERR-MCGEE (KRESS CREEK/WEST BRANCH OF DUPAGE RIVER),,_0500760_,ILD980823991,"KRESS CREEK JUST EAST OF EJ&E RR TRACKS TO MCDOWELL DAM, W.BR.DUPAGE RIVER",DUPAGE COUNTY,60185,DUPAGE,,,N,_+41.863610_,_-088.209300_ ,02/11/91,,
_05_,IL,KERR-MCGEE (RESIDENTIAL AREAS),,_0500762_,ILD980824015,ADJACENT TO PLT AT 258 ANN STREET ,WEST CHICAGO,60185,DUPAGE,,,N,_+41.878330_,_-088.207500_ ,08/30/90,,
_05_,IL,LAKE CALUMET CLUSTER,,_0500078_,ILD000716852,122ND STREET AND STONY ISLAND AVENUE ,CHICAGO,60633,COOK,,,N,_+41.673936_,_-087.566689_ ,03/04/10,,
_05_,IL,LASALLE ELECTRIC UTILITIES,,_0500755_,ILD980794333,ST VINCENT RD ,LA SALLE,61301,LA SALLE,,,N,_+41.354160_,_-089.097500_ ,09/08/83,,
_05_,IL,"LENZ OIL SERVICE, INC.",,_0500199_,ILD005451711,RTE 83 & JEANE RD ,LEMONT,60439,DUPAGE,,,N,_+41.706800_,_-087.942200_ ,10/04/89,,
_05_,IL,MATTHIESSEN AND HEGELER ZINC COMPANY,,_0507364_,IL0000064782,"PARTS OF SECT. 10, 11, 14 & 15, T33N-R1E ",LA SALLE,61301,LA SALLE,,,N,_+41.342150_,_-089.083060_ ,09/29/03,,
_05_,IL,MIG/DEWANE LANDFILL,,_0500551_,ILD980497788,BUSINESS RTE 20E ,BELVIDERE,61008,BOONE,,,N,_+42.255910_,_-088.806940_ ,08/30/90,,
_05_,IL,NL INDUSTRIES/TARACORP LEAD SMELTER,,_0500507_,ILD096731468,16TH & CLEVELAND BLVD ,GRANITE CITY,62040,MADISON,,,N,_+38.695000_,_-090.158330_ ,06/10/86,,
_05_,IL,OTTAWA RADIATION AREAS,,_0500634_,ILD980606750,"RTE 6 & RTE 71, OTTAWA AREA ",OTTAWA,61350,LA SALLE,,,N,_+41.351660_,_-088.836110_ ,10/14/92,,
_05_,IL,OUTBOARD MARINE CORP.,,_0500083_,ILD000802827,200 SEA HORSE DR ,WAUKEGAN,60085,LAKE,,,N,_+42.365280_,_-087.821110_ ,09/08/83,,
_05_,IL,PAGEL'S PIT,,_0500628_,ILD980606685,BAXTER & LINDENWOOD RD ,ROCKFORD,61109,WINNEBAGO,,,N,_+42.158330_,_-089.056660_ ,06/10/86,,
_05_,IL,PARSONS CASKET HARDWARE CO.,,_0500189_,ILD005252432,424 FAIRVIEW AVENUE ,BELVIDERE,61008,BOONE,,,N,_+42.269200_,_-088.836000_ ,07/22/87,,
_05_,IL,SANDOVAL ZINC COMPANY,,_0500360_,ILD053980454,BOX 263 SMELTER ROAD HIGHWAY 51 ,SANDOVAL,62882,MARION,,,N,_+38.613061_,_-089.108251_ ,09/16/11,,
_05_,IL,SANGAMO ELECTRIC DUMP/CRAB ORCHARD NATIONAL WILDLIFE REFUGE (USDOI),,_0501181_,IL8143609487,EAST OF STATE ROUTE 148 ,CARTERVILLE,62959,WILLIAMSON,,,Y,_+37.693190_,_-089.014720_ ,07/22/87,,
_05_,IL,SAVANNA ARMY DEPOT ACTIVITY,,_0501174_,IL3210020803,7MI N OF SAVANNA ON RTE 84 ,SAVANNA,61074,JO DAVIESS,,,Y,_+42.210000_,_-090.313330_ ,03/31/89,,
_05_,IL,SOUTHEAST ROCKFORD GROUND WATER CONTAMINATION,,_0500955_,ILD981000417,2613 S 11TH ST ,ROCKFORD,61109,WINNEBAGO,,,N,_+42.230680_,_-089.071110_ ,03/31/89,,
_05_,IL,"TRI-COUNTY LANDFILL CO./WASTE MANAGEMENT OF ILLINOIS, INC.",,_0500340_,ILD048306138,7N 904 ILLINOIS ROUTE 25 ,ELGIN,60177,KANE,,,N,_+41.983200_,_-088.271200_ ,03/31/89,,
_05_,IL,VELSICOL CHEMICAL CORP. (MARSHALL PLANT),,_0500092_,ILD000814673,RTE 1 1MI N OF MARSHALL ,MARSHALL,62441,CLARK,,,N,_+39.410830_,_-087.699160_ ,09/08/83,,
_05_,IL,WAUCONDA SAND & GRAVEL,,_0500332_,ILD047019732,BONNER & GARLAND RD ,WAUCONDA,60084,LAKE,,,N,_+42.281380_,_-088.137500_ ,09/08/83,,
_05_,IL,WOODSTOCK MUNICIPAL LANDFILL,,_0500585_,ILD980605943,DAVIS ROAD ,WOODSTOCK,60098,MCHENRY,,,N,_+42.292300_,_-088.440200_ ,10/04/89,,
_05_,IL,YEOMAN CREEK LANDFILL,,_0500574_,ILD980500102,1011 WASHINGTON STREET ,WAUKEGAN,60085,LAKE,,,N,_+42.388880_,_-087.848610_ ,03/31/89,,
_05_,IN,"AMERICAN CHEMICAL SERVICE, INC.",,_0501373_,IND016360265,420 SOUTH COLFAX AVENUE ,GRIFFITH,46319,LAKE,,,N,_+41.514200_,_-087.419100_ ,09/21/84,,
_05_,IN,BECK'S LAKE,,_0501954_,IND980904379,INTERSECTION OF WASHINGTON AND FALCON STREETS ,SOUTH BEND,46619,ST. JOSEPH,,,N,_+41.676580_,_-086.297513_ ,12/12/13,,
_05_,IN,BENNETT STONE QUARRY,,_0501343_,IND006418651,ST RTE 37 & ST RTE 46 ,BLOOMINGTON,47401,MONROE,,,N,_+39.190200_,_-086.561200_ ,09/21/84,,
_05_,IN,CAM-OR INC.,,_0501297_,IND005480462,STATE ROAD 2 AND HIGHWAY 421 ,WESTVILLE,46391,LA PORTE,,,N,_+41.546520_,_-086.899300_ ,03/06/98,,
_05_,IN,CONRAIL RAIL YARD (ELKHART),,_0501199_,IND000715490,SR 33 ,ELKHART,46514,ELKHART,,,N,_+41.663400_,_-086.011500_ ,08/30/90,,
_05_,IN,CONTINENTAL STEEL CORP.,,_0501228_,IND001213503,W MARKLAND AVE ,KOKOMO,46902,HOWARD,,,N,_+40.474160_,_-086.156290_ ,03/31/89,,
_05_,IN,"DOUGLASS ROAD/UNIROYAL, INC., LANDFILL",,_0501696_,IND980607881,NW INTERSECTION OF DOUGLASS AND GRAPE RD ,MISHAWAKA,46544,ST. JOSEPH,,,N,_+41.713200_,_-086.192600_ ,03/31/89,,
_05_,IN,ELM STREET GROUND WATER CONTAMINATION,,_0509938_,INN000509938,ELM STREET AND HIGHWAY 41 ,TERRE HAUTE,47807,VIGO,,,N,_+39.476586_,_-087.414319_ ,03/07/07,,
_05_,IN,ENVIROCHEM CORP.,,_0501540_,IND084259951,865 SOUTH STATE ROAD 421 ,ZIONSVILLE,46077,BOONE,,,N,_+40.030000_,_-086.278330_ ,09/08/83,,
_05_,IN,FISHER-CALO,,_0501504_,IND074315896,PO BOX 684 KINGSBURY IND PK ,LA PORTE,46350,LA PORTE,,,N,_+41.508100_,_-086.670900_ ,09/08/83,,
_05_,IN,FORT WAYNE REDUCTION DUMP,,_0501799_,IND980679542,5225 OLD MAUMEE RD ,FORT WAYNE,46803,ALLEN,,,N,_+41.075000_,_-085.066660_ ,06/10/86,,
_05_,IN,GALEN MYERS DUMP/DRUM SALVAGE,,_0501967_,IND980999635,11303 EDISON ,OSCEOLA,46561,ST. JOSEPH,,,N,_+41.695830_,_-086.087500_ ,03/31/89,,
_05_,IN,GARDEN CITY GROUND WATER PLUME,,_0508642_,INN000508642,Intersection of Jonesville Road (State Road 11) and County Road 100 South (aka Garden Street),GARDEN CITY,47201,BARTHOLOMEW,,,N,_+39.186039_,_-085.930447_ ,12/12/13,,
_05_,IN,GARY DEVELOPMENT LANDFILL,,_0501517_,IND077005916,479 N. CLINE AVENUE ,GARY,46406,LAKE,,,N,_+41.365062_,_-087.253521_ ,09/16/11,,
_05_,IN,HIMCO DUMP,,_0501596_,IND980500292,COUNTY ROAD 10 AND NAPANEE EXTENSION ,ELKHART,46514,ELKHART,,,N,_+41.707300_,_-086.008400_ ,02/21/90,,
_05_,IN,JACOBSVILLE NEIGHBORHOOD SOIL CONTAMINATION,,_0508142_,INN000508142,MAIN AND ILLINOIS ,EVANSVILLE,47710,VANDERBURGH,,,N,_+37.979290_,_-087.563980_ ,07/22/04,,
_05_,IN,KEYSTONE CORRIDOR GROUND WATER CONTAMINATION,,_0510399_,INN000510399,INTERSECTION OF N. KEYSTONE AVE AND E. FALL CREEK PKWY N. DRIVE,INDIANAPOLIS,46205,MARION,,,N,_+39.834821_,_-086.121713_ ,12/12/13,,
_05_,IN,KOKOMO CONTAMINATED GROUND WATER PLUME,,_0510479_,INN000510479,INTERSECTION OF S. ELIZABETH ST. AND E. VAILE AVE ,KOKOMO,46901,HOWARD,,,N,_+40.479444_,_-86.114128_ ,03/26/15,,
_05_,IN,LAKE SANDY JO (M&M LANDFILL),,_0501611_,IND980500524,3615 WEST 25TH AVENUE ,GARY,46404,LAKE,,,N,_+41.570830_,_-087.382230_ ,09/08/83,,
_05_,IN,"LAKELAND DISPOSAL SERVICE, INC.",,_0501482_,IND064703200,RURAL ROUTE 1 ,CLAYPOOL,46510,KOSCIUSKO,,,N,_+41.147500_,_-085.917210_ ,03/31/89,,
_05_,IN,LANE STREET GROUND WATER CONTAMINATION,,_0510229_,INN000510229,LANE STREET AT COUNTY ROAD 106 ,ELKHART,46514,ELKHART,,,N,_+41.71638_,_-085.92083_ ,09/23/09,,
_05_,IN,LEMON LANE LANDFILL,,_0501812_,IND980794341,LEMON LANE ,BLOOMINGTON,47401,MONROE,,,N,_+39.173100_,_-086.559800_ ,09/08/83,,
_05_,IN,LUSHER STREET GROUND WATER CONTAMINATION,,_0500018_,IND982073785,IN THE VICINITY OF 1619 AVALON STREET ,Elkhart,46516,ELKHART,,,N,_+41.672861_,_-085.996356_ ,03/19/08,,
_05_,IN,MAIN STREET WELL FIELD,,_0501813_,IND980794358,1120 N MAIN ST ,ELKHART,46514,ELKHART,,,N,_+41.696380_,_-085.979160_ ,09/08/83,,
_05_,IN,MARION (BRAGG) DUMP,,_0501814_,IND980794366,2627-2629 CENTRAL AVE ,MARION,46952,GRANT,,,N,_+40.537780_,_-085.633060_ ,09/08/83,,
_05_,IN,MIDCO I,,_0501761_,IND980615421,7400 W 15TH AVE ,GARY,46401,LAKE,,,N,_+41.589500_,_-087.428400_ ,09/08/83,,
_05_,IN,MIDCO II,,_0501800_,IND980679559,5900 INDUSTRIAL HIGHWAY ,GARY,46406,LAKE,,,N,_+41.622780_,_-087.408610_ ,06/10/86,,
_05_,IN,NEAL'S LANDFILL (BLOOMINGTON),,_0501759_,IND980614556,HWY #48 ,BLOOMINGTON,47401,MONROE,,,N,_+39.166700_,_-086.640500_ ,09/08/83,,
_05_,IN,NINTH AVENUE DUMP,,_0501816_,IND980794432,7357 W NINTH AVE ,GARY,46402,LAKE,,,N,_+41.593400_,_-087.429000_ ,09/08/83,,
_05_,IN,NORTH SHORE DRIVE,,_0507828_,INSFN0507828,NORTH SHORE DRIVE ,ELKHART,46514,ELKHART,,,N,_+41.684722_,_-86.055000_ ,09/22/14,,
_05_,IN,"NORTHSIDE SANITARY LANDFILL, INC",,_0501442_,IND050530872,985 S ST RD 421 ,ZIONSVILLE,46077,BOONE,,,N,_+40.028330_,_-086.273330_ ,09/21/84,,
_05_,IN,PIKE AND MULBERRY STREETS PCE PLUME,,_0508678_,INN000508678,INTERSECTION OF PIKE AND MULBERRY STREET ,MARTINSVILLE,46151,MORGAN,,,N,_+39.427222_,_-086.428333_ ,05/24/13,,
_05_,IN,PRESTOLITE BATTERY DIVISION,,_0501330_,IND006377048,US HIGHWAY 41N ,VINCENNES,47591,KNOX,,,N,_+38.691660_,_-087.501660_ ,10/04/89,,
_05_,IN,REILLY TAR & CHEMICAL CORP. (INDIANAPOLIS PLANT),,_0501215_,IND000807107,1500 S TIBBS AVE ,INDIANAPOLIS,46241,MARION,,,N,_+39.740280_,_-086.218330_ ,09/21/84,,
_05_,IN,SEYMOUR RECYCLING CORP.,,_0501404_,IND040313017,G AVE WEST - FREEMAN MUNICIPAL AIRPORT ,SEYMOUR,47274,JACKSON,,,N,_+38.935200_,_-085.921300_ ,09/08/83,,
_05_,IN,"TIPPECANOE SANITARY LANDFILL, INC.",,_0501964_,IND980997639,"2801 NORTH 9TH RD, 1/2 MI N OF US 52 ",LAFAYETTE,47905,TIPPECANOE,,,N,_+40.456110_,_-086.872210_ ,08/30/90,,
_05_,IN,"U.S. SMELTER AND LEAD REFINERY, INC.",,_0501433_,IND047030226,5300 KENNEDY AVE ,EAST CHICAGO,46312,LAKE,,,N,_+41.616758_,_-087.464046_ ,04/09/09,,
_05_,IN,WAYNE WASTE OIL,,_0501439_,IND048989479,DANIEL DR PO BOX 467 ,COLUMBIA CITY,46725,WHITLEY,,,N,_+41.152500_,_-085.476110_ ,09/08/83,,
_05_,MI,ADAM'S PLATING,,_0502388_,MID006522791,521 NORTH ROSEMARY ,LANSING,48917,INGHAM,,,N,_+42.739430_,_-084.587780_ ,03/31/89,,
_05_,MI,AIRCRAFT COMPONENTS (D & L SALES),,_0507629_,MI0001119106,671 NORTH SHORE DRIVE ,BENTON HARBOR,49022,BERRIEN,,,N,_+42.126940_,_-086.454440_ ,06/17/96,,
_05_,MI,ALBION-SHERIDAN TOWNSHIP LANDFILL,,_0502775_,MID980504450,13355 29 MILE ROAD ,ALBION,49224,CALHOUN,,,N,_+42.249550_,_-084.719500_ ,10/04/89,,
_05_,MI,"ALLIED PAPER, INC./PORTAGE CREEK/KALAMAZOO RIVER",,_0502325_,MID006007306,320 EAST ALCOTT STREET ,KALAMAZOO,49003,KALAMAZOO,,,N,_+42.303330_,_-085.576080_ ,08/30/90,,
_05_,MI,"AMERICAN ANODCO, INC.",,_0502369_,MID006029102,28 NORTH BEARDSLEY STREET ,IONIA,48846,IONIA,,,N,_+42.987500_,_-085.030000_ ,03/31/89,,
_05_,MI,"AUTO ION CHEMICALS, INC.",,_0503012_,MID980794382,74 MILL STREET ,KALAMAZOO,49006,KALAMAZOO,,,N,_+42.293880_,_-085.567210_ ,09/08/83,,
_05_,MI,"BARRELS, INC.",,_0502424_,MID017188673,1404 NORTH LARCH STREET ,LANSING,48906,INGHAM,,,N,_+42.749030_,_-084.543330_ ,10/04/89,,
_05_,MI,BENDIX CORP./ALLIED AUTOMOTIVE,,_0502238_,MID005107222,3737 RED ARROW HIGHWAY ,ST. JOSEPH,49085,BERRIEN,,,N,_+42.049450_,_-086.511950_ ,02/21/90,,
_05_,MI,"BOFORS NOBEL, INC.",,_0502372_,MID006030373,5025 EVANSTON AVE ,MUSKEGON,49442,MUSKEGON,,,N,_+43.209360_,_-086.117460_ ,03/31/89,,
_05_,MI,BUTTERWORTH #2 LANDFILL,,_0502576_,MID062222997,1450 BUTTERWORTH ST SW ,GRAND RAPIDS,49504,KENT,,,N,_+42.952210_,_-085.700280_ ,09/08/83,,
_05_,MI,"CANNELTON INDUSTRIES, INC.",,_0502931_,MID980678627,ADDRESS UNREPORTED ,SAULT STE MARIE,49783,CHIPPEWA,,,N,_+46.488880_,_-084.393060_ ,08/30/90,,
_05_,MI,CHEM CENTRAL,,_0502743_,MID980477079,2940 STAFFORD AVE SW ,WYOMING TOWNSHIP,49548,KENT,,,N,_+42.910000_,_-085.674160_ ,09/08/83,,
_05_,MI,CLARE WATER SUPPLY,,_0502719_,MID980002273,CITY HALL 202 W 5TH ST ,CLARE,48617,CLARE,,,N,_+43.815000_,_-084.762500_ ,09/21/84,,
_05_,MI,DSC MCLOUTH STEEL GIBRALTAR PLANT,,_0510362_,MIN000510362,28000 WEST JEFFERSON STREET ,GIBRALTAR,48173,WAYNE,,,N,_+42.103075_,_-83.200292_ ,03/26/15,,
_05_,MI,DUELL & GARDNER LANDFILL,,_0502793_,MID980504716,1285 E BARD RD ,DALTON TOWNSHIP,49445,MUSKEGON,,,N,_+43.319430_,_-086.208330_ ,09/08/83,,
_05_,MI,ELECTROVOICE,,_0502237_,MID005068143,600 CECIL STREET ,BUCHANAN,49107,BERRIEN,,,N,_+41.820600_,_-086.354500_ ,09/21/84,,
_05_,MI,FOREST WASTE PRODUCTS,,_0502734_,MID980410740,8359 E FARRAND RD ,OTISVILLE,48463,GENESEE,,,N,_+43.198330_,_-083.545830_ ,09/08/83,,
_05_,MI,G&H LANDFILL,,_0502735_,MID980410823,3160 23 MILE RD ,UTICA,48316,MACOMB,,,N,_+42.664710_,_-083.077760_ ,09/08/83,,
_05_,MI,GRAND TRAVERSE OVERALL SUPPLY CO.,,_0502432_,MID017418559,10725 CHERRY BEND RD ,GREILICKVILLE,49684,LEELANAU,,,N,_+44.794400_,_-085.638200_ ,09/08/83,,
_05_,MI,GRATIOT COUNTY LANDFILL,,_0502802_,MID980506281,585 EAST JACKSON ROAD ,ST. LOUIS,48880,GRATIOT,,,N,_+43.395000_,_-084.595280_ ,09/08/83,,
_05_,MI,"H. BROWN CO., INC.",,_0502419_,MID017075136,2200 TURNER AVENUE NORTHWEST ,GRAND RAPIDS,49544,KENT,,,N,_+43.003330_,_-085.678330_ ,06/10/86,,
_05_,MI,HEDBLUM INDUSTRIES,,_0503014_,MID980794408,1000 AUSABLE RD ,OSCODA,48750,IOSCO,,,N,_+44.411300_,_-083.346900_ ,09/08/83,,
_05_,MI,HI-MILL MANUFACTURING CO.,,_0502256_,MID005341714,1704 HIGHLAND RD ,HIGHLAND,48356,OAKLAND,,,N,_+42.649830_,_-083.593080_ ,02/21/90,,
_05_,MI,IONIA CITY LANDFILL,,_0503015_,MID980794416,CLEVELAND STREET ,IONIA,48846,IONIA,,,N,_+42.976660_,_-085.046110_ ,09/08/83,,
_05_,MI,J & L LANDFILL,,_0502882_,MID980609440,HAMLIN RD ,ROCHESTER HILLS,48307,OAKLAND,,,N,_+42.655600_,_-083.095900_ ,03/31/89,,
_05_,MI,K&L AVENUE LANDFILL,,_0502812_,MID980506463,8606 WEST K L AVE ,OSHTEMO TOWNSHIP,49009,KALAMAZOO,,,N,_+42.283330_,_-085.718880_ ,09/08/83,,
_05_,MI,KAYDON CORP.,,_0502342_,MID006016703,2860 MCCRACKEN AVE ,MUSKEGON,49441,MUSKEGON,,,N,_+43.200700_,_-086.290800_ ,02/21/90,,
_05_,MI,KENTWOOD LANDFILL,,_0502165_,MID000260281,4900 WALMA AVENUE ,KENTWOOD,49512,KENT,,,N,_+42.873800_,_-085.590600_ ,09/08/83,,
_05_,MI,KYSOR INDUSTRIAL CORP.,,_0502480_,MID043681840,1100 WRIGHT STREET ,CADILLAC,49601,WEXFORD,,,N,_+44.256800_,_-085.422600_ ,10/04/89,,
_05_,MI,"LIQUID DISPOSAL, INC.",,_0502593_,MID067340711,3901 HAMLIN ROAD ,UTICA,48317,MACOMB,,,N,_+42.652780_,_-083.073610_ ,09/08/83,,
_05_,MI,MCGRAW EDISON CORP.,,_0502254_,MID005339676,704 N CLARK ST ,ALBION,49224,CALHOUN,,,N,_+42.252210_,_-084.733060_ ,09/08/83,,
_05_,MI,METAMORA LANDFILL,,_0502819_,MID980506562,1636 DRYDEN ROAD ,METAMORA,48455,LAPEER,,,N,_+42.946950_,_-083.274430_ ,09/21/84,,
_05_,MI,MICHIGAN DISPOSAL SERVICE (CORK STREET LANDFILL),,_0502202_,MID000775957,2800 E CORK ST ,KALAMAZOO,49001,KALAMAZOO,,,N,_+42.254500_,_-085.543300_ ,02/21/90,,
_05_,MI,"MOTOR WHEEL, INC.",,_0502997_,MID980702989,2401 N HIGH ST (REAR) ,LANSING TOWNSHIP,48906,INGHAM,,,N,_+42.760830_,_-084.535000_ ,06/10/86,,
_05_,MI,MUSKEGON CHEMICAL CO.,,_0502603_,MID072569510,1725 WARNER ST ,WHITEHALL,49461,MUSKEGON,,,N,_+43.389100_,_-086.334000_ ,02/21/90,,
_05_,MI,NORTH BRONSON INDUSTRIAL AREA,,_0502310_,MID005480900,135 INDUSTRIAL AVE ,BRONSON,49028,BRANCH,,,N,_+41.880280_,_-085.193330_ ,06/10/86,,
_05_,MI,NORTHERNAIRE PLATING,,_0502440_,MID020883609,1002 6TH ST ,CADILLAC,49601,WEXFORD,,,N,_+44.265000_,_-085.410000_ ,09/08/83,,
_05_,MI,"ORGANIC CHEMICALS, INC.",,_0503649_,MID990858003,3291 CHICAGO DRIVE SOUTHWEST ,GRANDVILLE,49418,KENT,,,N,_+42.917800_,_-085.747500_ ,09/08/83,,
_05_,MI,OTT/STORY/CORDOVA CHEMICAL CO.,,_0502566_,MID060174240,500 AGARD RD ,DALTON TOWNSHIP,49445,MUSKEGON,,,N,_+43.303330_,_-086.256660_ ,09/08/83,,
_05_,MI,PACKAGING CORP. OF AMERICA,,_0503026_,MID980794747,EAST LAKE SIDE RD STROMAC TWP ,FILER CITY,49634,MANISTEE,,,N,_+44.226380_,_-086.273330_ ,09/08/83,,
_05_,MI,"PARSONS CHEMICAL WORKS, INC.",,_0502742_,MID980476907,BOX 146 RFD ,GRAND LEDGE,48837,EATON,,,N,_+42.754700_,_-084.767700_ ,03/31/89,,
_05_,MI,PEERLESS PLATING CO.,,_0502373_,MID006031348,2554 GETTY STREET ,MUSKEGON,49444,MUSKEGON,,,N,_+43.205600_,_-086.223700_ ,08/30/90,,
_05_,MI,PMC GROUNDWATER,,_0502332_,MID006013049,200 W LAKE ST ,PETOSKEY,49770,EMMET,,,N,_+45.376000_,_-084.964000_ ,09/08/83,,
_05_,MI,RASMUSSEN'S DUMP,,_0502686_,MID095402210,9040 SPICER RD ,BRIGHTON,48116,LIVINGSTON,,,N,_+42.454400_,_-083.769300_ ,09/08/83,,
_05_,MI,ROCKWELL INTERNATIONAL CORP. (ALLEGAN PLANT),,_0502367_,MID006028062,ONE GLASS ST ,ALLEGAN,49010,ALLEGAN,,,N,_+42.536660_,_-085.850000_ ,07/22/87,,
_05_,MI,ROSE TOWNSHIP DUMP,,_0502756_,MID980499842,1065 DEMODE RD ,ROSE TOWNSHIP,48654,OAKLAND,,,N,_+42.720830_,_-083.631930_ ,09/08/83,,
_05_,MI,"ROTO-FINISH CO., INC.",,_0502255_,MID005340088,3700 MILHAM ROAD ,KALAMAZOO,49002,KALAMAZOO,,,N,_+42.229200_,_-085.544300_ ,06/10/86,,
_05_,MI,SCA INDEPENDENT LANDFILL,,_0502201_,MID000724930,BROADWAY & BROOKS ,MUSKEGON HEIGHTS,49444,MUSKEGON,,,N,_+43.201110_,_-086.142500_ ,09/08/83,,
_05_,MI,SHIAWASSEE RIVER,,_0503020_,MID980794473,M59 TO STATE ROAD LIVINGSTON COU ,HOWELL,48843,LIVINGSTON,,,N,_+42.622780_,_-083.963610_ ,09/08/83,,
_05_,MI,SOUTH MACOMB DISPOSAL AUTHORITY (LANDFILLS #9 AND #9A),,_0502600_,MID069826170,20001 PLEASANT ST ,MACOMB TOWNSHIP,48083,MACOMB,,,N,_+42.682080_,_-082.907380_ ,06/10/86,,
_05_,MI,SOUTHWEST OTTAWA COUNTY LANDFILL,,_0502845_,MID980608780,2901 N 160TH AVE ,PARK TOWNSHIP,49424,OTTAWA,,,N,_+42.820410_,_-086.185210_ ,09/08/83,,
_05_,MI,SPARTA LANDFILL,,_0502168_,MID000268136,10322 ALPINE AVENUE ,SPARTA TOWNSHIP,49345,KENT,,,N,_+43.152500_,_-085.681950_ ,09/08/83,,
_05_,MI,SPARTAN CHEMICAL CO.,,_0502634_,MID079300125,2539 28TH STREET SW ,WYOMING,49509,KENT,,,N,_+42.915830_,_-085.727780_ ,09/08/83,,
_05_,MI,SPRINGFIELD TOWNSHIP DUMP,,_0502765_,MID980499966,12955 SHINDLER RD ,DAVISBURG,49405,OAKLAND,,,N,_+42.704400_,_-083.541900_ ,09/08/83,,
_05_,MI,"STATE DISPOSAL LANDFILL, INC.",,_0502874_,MID980609341,EAST BELTLINE & 3 MILE RD NE ,GRAND RAPIDS,49505,KENT,,,N,_+43.013390_,_-085.590500_ ,02/21/90,,
_05_,MI,STURGIS MUNICIPAL WELLS,,_0503000_,MID980703011,505 W CHICAGO ROAD ,STURGIS,49091,ST. JOSEPH,,,N,_+41.798800_,_-085.425600_ ,09/21/84,,
_05_,MI,TAR LAKE,,_0503024_,MID980794655,NE COR SEC30 T29N R6W ,MANCELONA TOWNSHIP,49659,ANTRIM,,,N,_+44.886600_,_-085.073000_ ,09/08/83,,
_05_,MI,TEN-MILE DRAIN,,_0510063_,MIN000510063,INTERSECTION OF BON BRAE ST & HARPER AVE AVENUE,ST. CLAIR SHORES,48081,MACOMB,,,N,_+42.486746_,_-082.898903_ ,09/29/10,,
_05_,MI,"THERMO-CHEM, INC.",,_0502486_,MID044567162,4331 EVANSTON AVENUE ,MUSKEGON,49442,MUSKEGON,,,N,_+43.210830_,_-086.136660_ ,06/10/86,,
_05_,MI,TORCH LAKE,,_0503034_,MID980901946,STE RTE 26 N OF QUINCY MILLS ,HOUGHTON COUNTY,49934,HOUGHTON,,,N,_+47.169710_,_-88.397780_ ,06/10/86,,
_05_,MI,U.S. AVIEX,,_0503023_,MID980794556,1056 HUNTLEY RD ,HOWARD TOWNSHIP,49120,CASS,,,N,_+41.830900_,_-086.196800_ ,09/08/83,,
_05_,MI,VELSICOL BURN PIT,,_0510389_,MIN000510389,1270 W MONROE ROAD ,ST. LOUIS,48880,GRATIOT,,,N,_+43.416410_,_-084.62346_ ,03/04/10,,
